6799	-ed,-et,-ing,-le,-on,-tion,re-	That rejection got to the point that George Harrison kicked Yoko Ono in the Apple studios during the filming of Let it Be.
6800	-ade,-ation,-ed,-en,-er,-es,-ey,-id,-ile,-ing,-ish,-ive,-like,-or,ab-,af-,al-,an-,de-,in-,on-,para-,re-	When John asked George while they were having lunch about how things were going for Paul after his separation from the Beatles and George replied that he was number one in the Swedish hit parade, John said in a despective manner: "ah!!.. in Sweden..", as if Sweden was an inferior place or something alike.
6801	-ed,-es,-et,-ey,-ise,-land,-le,-or,ad-,be-,on-	In the Beatles' song "Get Back" they advise black Joe to "get back to where you once belonged", as if England was not a place for black people.
6802	-en,-es,-ey,-le,-less,al-,an-,be-,gen-,off-,to-	Sometimes back, Paul told George in the Apple offices that the new generations are a bundle of idiots and useless people, but in any way they would have also been slaves of the Beatles.
6803	-age,-ant,-er,-es,-id,-ing,-ish,-on,re-	The Jewish marriage living to the right of George's house said that he is an arrogant person who does never return a greeting.
6804	-ance,-ar,-ed,-er,-es,-ing,-le,-ly,-on,-ont,co-,cor-,ent-,new-,over-,re-	The newly married couple living on the corner in front of the entrance of George's house (Friar Park) refers to him as an overbearing person to stay away from.
6805	-ade,-an,-ant,-ation,-id,-ing,-ist,-mer,-on,-ont,-th,ab-,an-,com-,for-,re-,wan-	The receptionist of "Hand made", the former film making company of George Harrison said: "we don't have any relation with that man anymore and we don't want to know anything about him".
6806	-ade,-ed,-ing,-ish,-ism,-on,-ped,-ry,an-,be-,cine-,com-,de-,ind-,inter-	It is interesting to note that this company was made bankrupt by the British cinema industry due to the despotism and pedantry of George Harrison, who believed that the cinema industry would have worshiped him.
6807	-ed,-en,-er,-es,-ey	Their chauvinisms got to the point that even they themselves hated each other.
6808	-ey,-id,-ing,-on	Paul McCartney said that George Harrison is a nothing.
6809	-ed,-id,-ing,-le,-on,ab-	George Harrison said that he is tired of listening to people talk about John Lennon....
6810	-ar,-ary,-ed,-es,-ey,-id,-ing,-le,-ly,-on,-or,-ry,-th,al-,an-,be-,co-,on-,un-	George Harrison said in a video that "Oasis is a very untalented band and they shouldn't be playing at all", all of it being the truth, but the Beatles is also a band of very poor musicians, if musicians at all, who could only play a couple of elementary guitar chords and who are as untalented as Oasis.
6811	-al,-ed,-es,-in,-ity,-le,-ly,an-,exa-	The Beatles of the times of the "Cavern" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin.
6812	-ed,-en,-er,-es,-in,-st,ano-,be-,un-	Without George Martin the Beatles would have been just another untalented band as Oasis....
6813	-ate,-es,-ey,-ic,-id,-ing,-ism,-ity,-ly,-ment,-on,-or,an-,be-,com-,in-,re-,to-,up-	Paul McCartney said recently that he believes in using magic, and he does lots of charity, thinking that in this way he will compensate for the CURSE OF GOD that is upon him and that took his wife's life because of his Satanism and involvement in black magic.
6814	-al,-ed,-ey,-ive,-le,dec-,re-	He thinks he will deceive people in this way, so that the real McCartney will not be perceived.
6815	-ing,-ise,-le,-ont,at-,dis-	Is the old Devil attempting to disguise as good in front of people.
6816	-an,-er,-es,-in,-ing,ag-,cent-,dec-,on-	Satan deceiving mankind once again, as so many other thousands of times through the centuries....
6817	-ad,-ade,-al,-an,-ation,-ed,-ence,-er,-es,-ic,-ician,-in,-ine,-ing,-ion,-ism,-ity,-land,-less,-ling,-ly,-ness,-th,-tion,af-,an-,anti-,be-,con-,de-,dis-,end-,homo-,ill-,re-,schizo-	After the Devil began his devastating job from the ghostly "Devil's Island" through his nine main puppets (Beatles-Rolling Stones), he possessed an endless amount of other schizophrenic bad musician in the afore mentioned Island and weakening their conscience with drugs, he made them proclaimers of homosexuality, aversion to religion, destruction of family values, dissipation, mental illness, antisocialism, etc., etc.,
6818	-ad,-al,-an,-ant,-ed,-en,-es,-ess,-ing,-ity,-ling,ac-,an-,ap-,be-,co-,ever-,for-,re-	The fact that bad apprentice musicians such as the Beatles and the Rolling Stones achieved such a giant fame that not even the real quality musicians could achieve, was because the forces of Satan were behind everything, supporting the process.
6819	-ad,-al,-an,-ed,-ent,-er,-es,-est,-gyny,-ial,-in,-ion,-ism,-ity,-land,-le,-ling,-ly,-ness,-on,-philia,-st,-tion,ab-,ad-,al-,an-,ant-,be-,con-,cor-,de-,di-,ex-,homo-,il-,ir-,mani-,mis-,miso-,out-,re-,twi-,with-	This mentally ill humanity, destroyed families, twisted moral values, manifest or repressed homosexuality in human beings, anti natural feminism rebellion, drug addiction, corrupt social outlines, mad youths without direction, non respect to hierarchies, convulsed nations, misanthropy, misogyny, paedophilia, irrational and feeble lasciviousness and all other type of existent aberrations, are due to the vast manoeuvre that Satan executed through his main marionettes the Beatles and the Rolling Stones, from the Devil's Island.
6820	-ed,-er,-es,-le,-ling,-ome,-ry,an-,ano-,be-,mis-,re-	If you wonder why there is misery and curse in your house, it is because you own some L.P, CD or another article related to the CURSED BY GOD Beatles and Rolling Stones.
6821	-ed,-in,-ine,-ing,ever-,re-	We recommend you to take that curse out of your house throwing away everything related to the Devil's main nine puppets....
6822	-ed,-en,be-	You have been warned...
6824	-es,-ive	(The Five Judges)
6825	-or,em-	For the sake of mankind, you should email our verdict to your friends.
6827	-ing,al-,mis-	Groups: alt.consumers, ba.consumers, misc.consumers, misc.consumers.frugal-living
6828	-an,-ing,-ly	Attack on Iran: A Looming Folly
6830	-ive	t r u t h o u t | Perspective
6831	-ary	Monday 09 January 2006
6832	-an,-ar,-ation,-en,-es,-ing,-th,ad-,at-,be-,re-	The wires have been humming since before the New Year with reports that the Bush administration is planning an attack on Iran.
6833	-an,-ar,-ary,-ation,-ed,-er,-es,-ia,-ible,-ing,-ish,-or,-st,-th,ac-,ad-,ag-,al-,pre-,re-	"The Bush administration is preparing its NATO allies for a possible military strike against suspected nuclear sites in Iran in the New Year, according to German media reports, reinforcing similar earlier suggestions in the Turkish media," reported UPI on December 30th.
6834	-ad,-ary,-ed,-en,-ence,-er,-es,-in,-ine,-ing,-ly,al-,be-,con-,in-,re-	"The Berlin daily Der Tagesspiegel this week," continued UPI, "quoted 'NATO intelligence sources' who claimed that the NATO allies had been informed that the United States is currently investigating all possibilities of bringing the mullah-led regime into line, including military options.
6835	-cy,-ed,-en,-ent,-ine,-ly,-st,al-,be-,mon-	This 'all options are open' line has been President George W Bush's publicly stated policy throughout the past 18 months."
6836	-ation,-er,-ly,at-,de-,exa-	An examination of the ramifications of such an attack is desperately in order.
6838	-ed,-eme,-ent,-ic,-ist,-ite,-ly,-or,-tion,-ty,an-,re-	The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations, principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq (SCIRI).
6839	-al,-an,-es,-ist,-ite,-ship,-th,an-,con-,deca-,um-	Both Dawa and SCIRI have umbilical connections to the fundamentalist Shi'ite leadership in Iran that go back decades.
6840	-an,-ant,-ence,-ment,-tion	In essence, Iran now owns a significant portion of the Iraqi government.
6841	-an,-ary,-ate,-ed,-eme,-es,-st,-tion,ac-,ag-,an-,ex-,im-,under-	Should the United States undertake military action against Iran, the ramifications in Iraq would be immediate and extreme.
6842	-ary,-ed,-en,-er,-pter,-st,ano-,be-,com-,de-,heli-	In the first eight days of January, eighteen US troops have been killed in Iraq, compounded by another twelve deaths from a Black Hawk helicopter crash on Saturday.
6843	-al,-an,-ed,-ence,-er,-es,-ing,-le,-ment,-st,an-,be-,com-,dis-,for-,hol-	Much of the violence aimed at American forces is coming from disgruntled Sunni factions that have their own militias, believe the last elections were a sham, and hold little political power in the government.
6844	-able,-al,-an,-ed,-es,-ite,al-,at-,for-,re-	If the US attacks Iran, it is probable that American forces - already taxed by attacks from Sunni factions - will also face reprisal attacks in Iraq from Shi'ite factions loyal to Iran.
6845	-ation,-ed,-er,-es,-ey,-ian,-ic,-ing,-ment,-ry,-st,an-,for-,in-,re-	The result will be a dramatic escalation in US and civilian casualties, US forces will be required to bunker themselves further into their bases, and US forces will find themselves required to fight the very government they just finished helping into power.
6846	-er,-ing,-on,al-,in-	Iraq, already a seething cauldron, will sink further into chaos.
6848	-al,-an,-ed,-en,-ent,-es,-ing,-like,-ling,-st,an-,at-,con-,for-,re-	Unlike Iraq, Iran has not spent the last fifteen years having its conventional forces worn down by grueling sanctions, repeated attacks, and two American-led wars.
6849	-al,-ar,-ary,-ation,-ed,-ial,-ile,-ing,-less,-st,-th,an-,con-,de-,en-,non-,re-,sub-	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.
6850	-al,-an,-ed,-en,-er,-es,-ic,-ing,-ome,-or,an-,is-,ov-,re-,un-	According to a report issued by the Center for Strategic and International Studies in December of 2004, Iran "has some 540,000 men under arms and over 350,000 reserves.
6851	-al,-ary,-ed,-ey,-ian,-or,an-,in-	They include 120,000 Iranian Revolutionary Guards trained for land and naval asymmetrical warfare.
6852	-ary,-ed,-er,-es,-in,-ing,-ious,-le,-ry,al-,amphi-,an-,at-,com-,heli-,hol-,in-,sub-	Iran's military also includes holdings of 1,613 main battle tanks, 21,600 other armored fighting vehicles, 3,200 artillery weapons, 306 combat aircraft, 60 attack helicopters, 3 submarines, 59 surface combatants, and 10 amphibious ships."
6853	-ability,-al,-an,-ant,-ary,-ed,-er,-es,-ly,con-,on-,re-	"Iran is now the only regional military power that poses a significant conventional military threat to Gulf stability," continued the CSIS report.
6854	-al,-an,-ant,-ation,-es,-metric,-or,ad-,an-	"Iran has significant capabilities for asymmetric warfare, and poses the additional threat of proliferation.
6855	-able,-ence,-ile,-ing,-th,-tion,an-,con-,de-,for-,mis-	There is considerable evidence that it is developing both a long-range missile force and a range of weapons of mass destruction.
6856	-al,-ed,-er,-logical,-ly,an-,bio-,chemi-,dec-,hol-,un-	It has never properly declared its holdings of chemical weapons, and the status of its biological weapons programs is unknown."
6857	-an,-ary,-ed,-en,-ian,-ide,-ly,-tion,astr-,be-,con-,is-,re-	A MILNET brief issued in February 2005 reports, "Due to its position astride the Persian Gulf, Iran has constantly been a threat to the Gulf.
6858	-an,-ate,-ed,-er,-ing,-ion,-ly,al-,re-,trans-	The so called 'Tanker' wars in the late 1980s put Iran squarely in the bullseye of all nations seeking to transport oil out of the region.
6859	-able,-ade,-al,-all,-an,-ar,-en,-es,-ian,-ics,-ing,-ite,-ive,-st,ag-,an-,co-,en-	Even the small navy that Iran puts to sea is capable enough to harass shipping, and several cases of small boat operations against oil well heads in the Gulf during that period made it clear small asymmetrical tactics of the Iranian Navy could be quite effective."
6860	-ed,-ing,-ity,an-,con-,ex-	"More concerning," continued the MILNET brief, "is the priority placed on expanding and modernizing its Navy.
6861	-an,-ed,-es,-et,-ia,-ile,-ing,-ise,-ization,-merous,-ol,-ship,-some,-st,-th,an-,anti-,in-,mid-,mis-,re-,sub-	The CSIS report cites numerous areas where Iran has funded modernization including the most troublesome aspect, anti-shipping cruise missiles: 'Iran has obtained new anti-ship missiles and missile patrol craft from China, midget submarines from North Korea, submarines from Russia, and modern mines.'"
6862	-an,-es,-est,-ile,-ly,-or,-ose,con-,for-,mis-	It is Iran's missile armaments that pose the greatest concern for American forces in the Gulf, especially for the US Navy.
6863	-al,-all,-ed,-es,-ian,-ing,-on,-ose,-st,an-,co-,for-,up-	Iran's coast facing the Persian Gulf is a looming wall of mountains that look down upon any naval forces arrayed in those waters.
6864	-ed,-ian,-ine,-ly,-ous,al-,co-,ex-,on-	The Gulf itself only has one exit, the Strait of Hormuz, which is also dominated by the mountainous Iranian coastline.
6865	-an,-ence,hol-	In essence, Iran holds the high ground in the Gulf.
6866	-ed,-es,-et,-ile,-ise,-ose,-th,an-,be-,co-,de-	Missile batteries arrayed in those mountains could raise bloody havoc with any fleet deployed below.
6867	-ade,-es,-ment,-ous,-st,al-,mis-	Of all the missiles in Iran's armament, the most dangerous is the Russian-made SS-N-22 Sunburn.
6868	-es,-ese,-est,-et,-ly,-ship,anti-,mis-	These missiles are, simply, the fastest anti-ship weapons on the planet.
6869	-an,-tude,al-,re-	The Sunburn can reach Mach 3 at high altitude.
6870	-ade,-an,-ed,-ee,-es,-ome,-on,-ster,-tude	Its maximum low-altitude speed is Mach 2.2, some three times faster than the American-made Harpoon.
6871	-er,-es,co-,ful-	The Sunburn takes two short minutes to cover its full range.
6872	-ate,-er,-es,-ive,-le,-on,an-,co-,de-,mis-,on-,to-	The missile's manufacturers state that one or two missiles could cripple a destroyer, and five missiles could sink a 20,000 ton ship.
6873	-et,-ile,-or,al-,mis-,super-	The Sunburn is also superior to the Exocet missile.
6874	-all,-ling,-ped	Recall that it was two Exocets that ripped the USS Stark to shreds in 1987, killing 37 sailors.
6875	-ee,co-	The Stark could not see them to stop them.
6876	-ard,-ed,-er,-ian,-ly,-ome,-th,ab-,de-	The US aircraft carrier Theodore Roosevelt is currently deployed in the Persian Gulf, with some 7,000 souls aboard.
6877	-ary,-es,-in,-ling,-or,-th,an-,in-	Sailing with the Roosevelt is the Tarawa Expeditionary Strike Force, which includes the USS Tarawa, the USS Austin, and the USS Pearl Harbor.
6878	-ed,-in,-wise,de-,like-	The USS Austin is likewise deployed in the Gulf.
6879	-age,-an,-ar,-ate,-ed,-er,-es,-ese,-ible,-ile,-in,-ity,-oid,-th,-tion,ab-,af-,an-,at-,de-,in-,mis-,re-,ter-,with-	The Sunburn missile, with its incredible speed and ability to avoid radar detection, would do terrible damage these ships if Iran chooses to retaliate in the Gulf after an American attack within its borders.
6880	-al,-an,-ary,-ibility,-ing,-le,in-,on-	Beyond the naval threat is the possibility of Iran throwing its military muscle into the ongoing struggle in Iraq.
6881	-al,-all,-ed,-es,-ide,-ing,-ly,an-,at-	Currently, the US is facing an asymmetrical attack from groups wielding small arms, shoulder-fired grenades and roadside bombs.
6882	-an,-ary,-ed,an-,de-,for-	The vaunted American military has suffered 2,210 deaths and tens of thousands of wounded from this form of warfare.
6883	-an,-ar,-ation,-ed,-ome,be-	The occupation of Iraq has become a guerrilla war, a siege that has lasted more than a thousand days.
6884	-ably,-an,-ation,-ed,-es,-ing,-le,-ly,-ome,-st,-th,al-,an-,be-,co-,deci-,di-,in-,milli-,un-	If Iran decides to throw any or all of its 23,000 armored fighting vehicles, along with any or all of its nearly million-strong army, into the Iraq fray, the situation in the Middle East could become unspeakably dire.
6885	-ian,-tion	3.  The Syrian Connection
6886	-al,-an,-ary,-ed,-es,-ia,-ion,-on,-tion,agr-,an-,com-,prot-,re-,up-	In February of 2005, Iran and Syria agreed upon a mutual protection pact to combat "challenges and threats" in the region.
6887	-an,-ation,-ed,-en,-er,-ese,-fic,-ia,-ion,-ly,-ster,-th,-tion,af-,an-,con-,de-,in-,re-	This was a specific reaction to the American invasion of Iraq, and a reaction to America's condemnation of Syria after the death of Lebanese Prime Minister Rafik Hariri, which was widely seen as an assassination ordered from Damascus.
6888	-ably,-al,-an,-er,-es,-ia,-ing,-th,an-,at-,co-,con-,de-,di-,for-,in-,tri-	An attack on Iran would trigger this mutual defense pact, and could conceivably bring Syria into direct conflict with American forces.
6889	-an,-ary,-ing	Like Iran, Syria's military is nothing to scoff at.
6890	-ary,-er,-est,-ia,-ible,-ing,-le,-ly,-lysis,-ry,-st,af-,ana-,ever-,for-	Virtually every credible analysis has Syria standing as the strongest military force in the Middle East after Israel.
6891	-ant,-ary,-en,-ent,-es,-ing,-on,-or,-th,be-,counter-,in-,over-,up-	Damascus has been intent for years upon establishing significant military strength to serve as a counterweight to Israel's overwhelming capabilities.
6892	-ability,-ad,-er,-ia,-ive,-ome,-ry,an-,un-	As of 2002, Syria had some 215,000 soldiers under arms, 4,700 tanks, and a massive artillery capability.
6893	-ar,-ed,-en,-er,-ian,-ling,an-,com-,to-	The Syrian Air Force is comprised of ten to eleven fighter/attack squadrons and sixteen fighter squadrons, totaling somewhere near 650 aircraft.
6894	-ed,-es,-est,-ia,-ion,-istic,-ly,al-,com-,mis-,on-,re-	Syria also possesses one of the largest arsenals of ballistic missiles in the region, comprised primarily of SCUD-derived systems.
6895	-an,-art,-en,-es,-ling,-th,an-,be-	Iran, North Korea and China have been willing providers of state-of-the-art technologies.
6896	-ability,-al,-ed,-ia,-ian,-ing,-ion,-st,ad-,chemi-,well-	Compounding this is the well-based suspicion that Syria has perhaps the most advanced chemical weapons capability in the Persian Gulf.
6897	-nomy,an-	4.  China and the US Economy
6898	-an,-ed,-es,-ian,-ile,-le,-ment,-on,-ous,al-,an-,at-,com-,en-,in-,mis-	While the ominous possibilities of heightened Iraqi chaos, missiles in the Gulf, and Syrian involvement loom large if the US attacks Iran, all pale in comparison to the involvement of China in any US/Iran engagement.
6899	-al,-ed,-ing,-ly,-nomy,-or,-ry,-st,an-,eco-,ex-,ind-,on-	China's economy is exploding, hampered only by their great thirst for petroleum and natural gas to fuel their industry.
6900	-al,-an,-ed,-ian,-ion,-or,-st,-th,an-,bi-,de-,in-,mon-	In the last several months, China has inked deals with Iran for $70 billion dollars worth of Iranian oil and natural gas.
6901	-al,-an,-ase,-ed,-er,-ion,-ive,an-,bar-,de-,milli-,ov-,re-,to-	China will purchase 250 million tons of liquefied natural gas from Iran over the next 30 years, will develop the massive Yadavaran oil field in Iran, and will receive 150,000 barrels of oil per day from that field.
6902	-an,-ed,-er,-ian,-ine,-ing,-th,-tion,ano-,con-	China is seeking the construction of a pipeline from Iran to the Caspian Sea, where it would link with another planned pipeline running from Kazakhstan to China.
6903	-an,-ed,-ic,-th,at-,co-,di-,eco-	Any US attack on Iran could be perceived by China as a direct threat to its economic health.
6904	-al,-ed,-er,-ian,-ing,an-,im-	Further, any fighting in the Persian Gulf would imperil the tankers running China's liquefied natural gas through the Strait of Hormuz.
6905	-al,-an,-ant,-ate,-cide,-ed,-st,-th,ag-,an-,de-,deci-,re-	Should China decide to retaliate against the US to defend its oil and natural gas deal with Iran, the US would be faced with a significant threat.
6906	-an,-ary,-ation,-fic,-ly,co-,con-,ex-,for-	This threat exists not merely on a military level, though China could force a confrontation in the Pacific by way of Taiwan.
6907	-an,-ly,-nomy,-tion,eco-,hol-	More significantly, China holds a large portion of the American economy in the palm of its hand.
6908	-ade,-an,-ar,-ative,-ed,-ent,-es,-ese,-id,-ing,-ion,-ly,-ment,-or,-th,ap-,hol-,re-,tri-	Paul Craig Roberts, writing for The American Conservative, said in July of 2005 that "As a result of many years of persistent trade surpluses with the United States, the Japanese government holds dollar reserves of approximately $1 trillion.
6909	-ation,-ion,-ly,ac-,ap-,bi-	China's accumulation of dollars is approximately $600 billion.
6910	-ion,-th,ab-,bi-,hol-	South Korea holds about $200 billion.
6911	-age,-ed,-er,-es,-ese,-ive,-ous,co-,en-,ov-	These sums give these countries enormous leverage over the United States.
6912	-ar,-er,-es,-ese,-est,-ing,-ome,-tion,-ure,an-,co-,in-,inter-,pre-,re-,un-	By dumping some portion of their reserves, these countries could put the dollar under intense pressure and send U.S. interest rates skyrocketing.
6913	-an,-er,-le,-ly,-on,-or,-th,-tion,ac-,an-,exa-,hol-,ov-,re-	Washington would really have to anger Japan and Korea to provoke such action, but in a showdown with China - over Taiwan, for example - China holds the cards.
6914	-an,-ar,-es,-ey,an-,re-	China and Japan, and the world at large, have more dollar reserves than they require.
6915	-ed,-er,-ey,-ic,-ing,-on,-ose,super-	They would have no problem teaching a hegemonic superpower a lesson if the need arose."
6916	-all,-ed,-en,-ency,-es,-est,con-,re-	"The hardest blow on Americans," concluded Roberts, "will fall when China does revalue its currency.
6917	-ade,-an,-art,-ed,-en,-ency,-ent,-es,-ey,under-	When China's currency ceases to be undervalued, American shoppers in Wal-Mart, where 70 percent of the goods on the shelves are made in China, will think they are in Neiman Marcus.
6918	-al,-an,-es,-ic,-tion,in-,re-	Price increases will cause a dramatic reduction in American real incomes.
6919	-an,-ence,-es,-est,-et,-ing,-ion,-th,an-,co-,con-,ex-,inter-	If this coincides with rising interest rates and a setback in the housing market, American consumers will experience the hardest times since the Great Depression."
6920	-an,-nomy,eco-	In short, China has the American economy by the throat.
6921	-cide,-ey,al-,deci-	Should they decide to squeeze, we will all feel it.
6922	-an,-ed,-en,-ent,-er,-es,-ic,-ity,-st,ac-,ag-,an-,co-,diplo-,ex-,re-	China's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.
6923	-an,-ness	5.  American Preparedness
6924	-an,-ary,-en,-es,-ome,-or,an-,deca-,over-	American citizens have for decades taken it as a given that our military can overwhelm and overcome any foe on the battlefield.
6925	-ar,-ed,-id,-ing,-ory,-st,-tion	The rapid victory during the first Gulf War cemented this perception.
6926	-ation,-ee,-ence,-er,-ped,-st,con-	The last three years of the Iraq occupation, however, have sapped this confidence.
6927	-age,-an,-ary,-ase,-ation,-ence,-ing,-one,-th,con-,dec-	Worse, the occupation has done great damage to the strength of the American military, justifying the decrease in confidence.
6928	-an,-ed,-ing,al-,an-,de-,re-	Thanks to repeated deployments to Iraq and Afghanistan, recruiting is at an all-time low.
6929	-al,-ing,-ist,-th,an-,re-	Soldiers with vital training and know-how are refusing to re-enlist.
6930	-an,-ard,-ary,-ed,-ing	Across the board, the American military is stretched to the breaking point.
6931	-ation,-ed,-er,-et,-ize,-ly,an-,ana-,eco-,ex-,on-,re-	Two vaunted economists - one a Nobel Prize winner and the other a nationally renowned budget expert - have analyzed the data at hand and put a price tag on the Iraq occupation.
6932	-al,-ard,-ate,-ation,-en,-es,-ia,-ing,-ion,-ity,-st,-th,-tude,ad-,an-,be-,co-,for-,tri-	According to Linda Bilmes of Harvard and Nobel Laureate Joseph E. Stiglitz of Columbia University, the final cost of the Iraq occupation will run between $1 trillion and $2 trillion, surpassing by orders of magnitude the estimates put forth by the Bush administration.
6933	-an,-er,-es,-ia,-in,-ing,-ly,-ment,-nomy,-th,an-,co-,com-,eco-,en-,for-,in-,like-,un-	If an engagement with Iran envelops our forces in Iraq, and comes to involve Syria, our economy will likely shatter under the strain of fighting so many countries simultaneously.
6934	-ed,-ial,-ic,-st,-tion,an-,dis-,eco-,im-,sub-	Add to this the economic threat posed by China, and the economic threat implicit in any substantial disruption of the distribution of Mideast petroleum to the globe.
6935	-age,-al,-an,-ant,-cide,-ed,-es,-ia,-ile,-ish,-ly,-th,an-,bar-,chemi-,deci-,en-,for-,mis-,re-,under-	If Iran and Syria - with their significant armaments, missile technologies and suspected chemical weapons capabilities - decide to engage with the relatively undersized US force in Iraq, our troops there will be fish in a barrel.
6936	-er,-ly,-ous,-tion,af-,an-,ov-,re-	Iran's position over the Gulf would make resupply by ship and air support from carriers a dangerous affair.
6937	-an,-ar,-ary,-ase,-ed,-er,-et,-ic,-ing,-le,-ling,-ome,an-,be-,co-,com-,diplo-,ent-,for-,im-,in-,new-,re-	In the worst-case scenario, the newly-minted American order of battle requiring the use of nuclear weapons to rescue a surrounded and imperiled force could come into play, hurling the entire planet into military and diplomatic bedlam.
6938	-ible,-ion	Conclusion: Is Any of This Possible?
6939	-ac,-er,-ial,-ible,-ic,-ly,-st,-th,-tion,an-,di-,eco-,mani-,under-	The question must be put as directly as possible: what manner of maniac would undertake a path so fraught with peril and potential economic catastrophe?
6940	-an,-ary,-ed,-es,-fication,-ia,-ic,-ine,-ly,-or,-th,-tion,ac-,an-,co-,con-,di-,eco-,en-,im-	It is difficult to imagine a justification for any action that could envelop the United States in a military and economic conflict with Iraq, Iran, Syria and China simultaneously.
6941	-an,-ar,-ed,-en,-fication,-ing,-ment,-wards,be-,co-,de-,in-,to-	Iran is suspected by many nations of working towards the development of nuclear weapons, but even this justification has been tossed into a cocked hat.
6942	-ability,-an,-ar,-ation,-ed,-ent,-ergy,-ful,-ian,-in,-ing,-ly,-or,an-,be-,con-,de-,en-,end-,pre-,re-	Recently, Russian president Vladimir Putin bluntly stated that Iran is not developing its nuclear capability for any reasons beyond peaceful energy creation, and pledged to continue assisting Iran in this endeavor.
6943	-ar,-es,-ess,-ia,-ing,-on,an-,at-,in-,mes-,up-	Therefore, any attack upon Iran's nuclear facilities will bring Russia into the mess.
6944	-an,-ed,-ing,-ism,ac-,acro-,al-,ter-	Iran also stands accused of aiding terrorism across the globe.
6945	-ade,-ar,-ation,-ed,-er,-et,-ly,-on,-or,an-,at-,co-,gain-,im-,off-,up-	The dangers implicit in any attack upon that nation, however, seem to significantly offset whatever gains could be made in the so-called "War on Terror."
6946	-ance,-ed,-ly,-or,al-,self-	Unfortunately, all the dangers in the world are no match for the self-assurance of a bubble-encased zealot.
6947	-ac,-er,-ous,co-,mani-,under-	What manner of maniac would undertake such a dangerous course?
6948	-an,-er,-ia	Look no further than 1600 Pennsylvania Avenue.
6949	-al,-ation,-en,-er,-es,-ly,-ome,-ont,-ous,-tion,ac-,ad-,an-,co-,con-,in-,under-	George W. Bush and his administration have consistently undertaken incredibly dangerous courses of action in order to garner political power on the home front.
6950	-al,-all,-ation,-ed,-er,-ia,-ing,-le,-or,ad-,ap-,multi-,new-,ter-	Recall the multiple terror threats lobbed out by the administration whenever damaging political news appeared in the media.
6951	-all,-ly,re-	More significantly, recall Iraq.
6952	-ar,-ing,-ly,-or,-st,ad-,mid-,to-	Karl Rove, Bush's most senior advisor, notoriously told Republicans on the ballot during the 2002 midterms to "run on the war."
6953	-al,-ed,-er,-ial,-ing,-ion,-ly,-or,-ose,-ous,-tion,co-,in-,mid-,on-	The invasion of Iraq provided marvelous political cover for the GOP not only during those midterms, but during the 2004 Presidential election.
6954	-al,-an,-ed,-er,-ion,-tion,an-,at-,co-,di-,gain-	What kind of political cover would be gained from an attack on Iran, and from the diversion of attention to that attack?
6955	-ar,-er,-es,an-,on-	The answer lies in one now-familiar name: Jack Abramoff.
6956	-al,-an,-ar,-ess,al-,an-,gain-,mid-,sub-	The Abramoff scandal threatens to subsume all the hard-fought GOP gains in Congress, and the 2006 midterms are less than a year away.
6957	-ability,an-	Is any of this a probability?
6958	-an,-art,-dom,-ic,-ics,an-,par-	Logic says no, but logic seldom plays any part in modern American politics.
6959	-able,-al,-an,-ane,-ation,-er,-or,-th,ad-,an-,at-,co-,con-,in-,on-,un-	All arguments that the Bush administration would be insane to attack Iran and risk a global conflagration for the sake of political cover run into one unavoidable truth.
6960	-ey,-id,al-,di-,on-	They did it once already in Iraq.
6961	-ed,-er,-le,-on,-st,ex-	By Graydon Carter (excepted from "What We've Lost", published by Little Brown)
6962	-age,-ar,-ed,-en,-er,-es,-ist,ad-,an-,be-	68.4 - Average Number of species added to the Endangered and Threatened Species list each year between 1991 and 2000.
6963	-ation,-ed,-er,-es,-ing,-ly,ad-,end-,off-	0 - Number of endangered species voluntarily added by the Bush administration since taking office.
6964	-er,-es,-ing,co-,con-,ex-	408 - Number of species that could be extinct by 2050 if the global-warming trend continues.
6965	-al,-ate,-ean,-ed,-er,-es,-ing,-ion,-ment,-tion,en-	0 - Number of times Bush mentioned global warming, clean air, clean water, pollution or environment in his 2004 State of the Union speech.
6966	-ate,-ent,-er,-ess,-ing,-ion,-ment,-st,ad-,en-,ent-,pre-,with-	His father was the last president to go through an entire State of the Union address without mentioning the environment.
6967	-age,-al,-ed,-er,-ing,-ment,de-,para-,pre-	1 - Number of paragraphs devoted to global warming in the EPA's 600-page "Draft Report on the Environment" presented in 2003.
6968	-al,-ed,-ent,-er,-es,-ify,-ing,-ly,-ol,-ty,af-,be-,cen-,deci-,inter-,off-,re-	68 - Number of days after taking office that Bush decided Not to ratify the Kyoto Protocol, the international treaty to reduce greenhouse gases by roughly 5.2 per cent below 1990 levels by 2012.
6969	-ed,-ent,-er,-es,cen-	The United States was to cut its level by 7 per cent.
6970	-ed,-es,-wide,em-,ter-	1 The rank of the United States worldwide in terms of greenhouse gas emissions.
