id	affixes	text	zh_ud2.bpe_11198.txt	zh_ud2.bpe_22396.txt	zh_ud2.bpe_44792.txt
3308	大-	1999年,江道生挖角不少资深媒体人创立《劲报》,总部设于中农科技大楼.	▁1999 年 , 江 道 生 挖 角 不少 资 深 媒体 人 创立 《 劲 报 》, 总部 设于 中 农 科技 大楼 .	▁1999 年 , 江 道生 挖角 不少 资深 媒体 人 创立 《 劲 报 》, 总部设于 中 农 科技 大楼 .	▁1999 年 , 江道生挖角 不少 资深媒体人 创立 《 劲 报 》, 总部设于中农 科技 大楼 .
3310	大-	象牙喙啄木鸟于1800年代因猎杀数量而大量下降.	▁ 象 牙 喙 啄 木 鸟 于 18 00 年代 因 猎杀 数量 而 大量 下降 .	▁ 象牙 喙 啄 木 鸟 于 18 00 年代 因 猎杀 数量 而 大量 下降 .	▁象牙喙啄木 鸟 于 18 00 年代 因猎杀数量而 大量 下降 .
3311	-手,第-	然而广泛的认知是他的尸体被移动过,第一现场是他在家中被50个人联手谋杀.	▁然而 广泛的 认知 是 他的 尸 体 被 移动 过 , 第一 现场 是 他在 家 中被 50 个人 联手 谋杀 .	▁然而 广泛的 认知 是 他的 尸 体被 移动 过 , 第一 现场 是 他在 家 中被 50 个人 联手 谋杀 .	▁然而 广泛的认知是 他的 尸体被移动过 , 第一 现场 是 他在 家 中被 50 个人联手谋杀 .
3313	-家	出口单位以吨计的这些猪油生产工厂,不仅供应中国境内家庭食用,也外销中国以外的许多国家.	▁ 出口 单位 以 吨 计 的 这些 猪 油 生产 工厂 , 不仅 供应 中国 境内 家庭 食用 , 也 外 销 中国 以外 的 许多 国家 .	▁ 出口 单位 以 吨 计 的这些 猪 油 生产 工厂 , 不仅 供应 中国 境内 家庭 食用 , 也 外 销 中国 以外 的许多 国家 .	▁ 出口 单位 以 吨 计的这些猪 油 生产 工厂 , 不仅 供应 中国 境内 家庭 食用 , 也 外 销 中国 以外的许多 国家 .
3314	-感,可-	它也可能预防严重的流感并发症.	▁它 也 可能 预防 严重的 流感 并 发 症 .	▁它 也可能 预防 严重的 流感 并 发 症 .	▁它 也可能预防 严重的 流感 并 发 症 .
3315	重-	疫苗注射及牲畜管理技术在这些工作中很重要.	▁ 疫苗 注射 及 牲 畜 管理 技术 在这些 工作 中 很 重要 .	▁ 疫苗 注射 及牲畜 管理 技术 在这些 工作 中很 重要 .	▁疫苗注射 及牲畜管理 技术 在这些 工作中很 重要 .
3316	-度	本鱼分布于印度太平洋区,包括印度、斯里兰卡、马尔地夫、马来西亚、日本、中国、台湾、柬埔寨、越南、菲律宾、印尼、澳洲、新几内亚、帛琉、新喀里多尼亚、帛琉、萨摩亚群岛、东加等海域.	▁本鱼 分布于 印度 太平洋 区 , 包括 印度 、 斯里 兰卡 、 马尔 地 夫 、 马来西亚 、 日本 、 中国 、 台湾 、 柬 埔 寨 、 越南 、 菲律宾 、 印尼 、 澳洲 、 新几内亚 、 帛 琉 、 新 喀 里 多 尼亚 、 帛 琉 、 萨摩 亚 群岛 、 东 加 等 海域 .	▁本鱼分布于 印度 太平洋区 , 包括 印度 、 斯里兰卡 、 马尔地夫 、 马来西亚 、 日本 、 中国 、 台湾 、 柬 埔 寨 、 越南 、 菲律宾 、 印尼 、 澳洲 、 新几内亚 、 帛琉 、 新 喀 里 多 尼亚 、 帛琉 、 萨摩 亚 群岛 、 东 加 等海域 .	▁本鱼分布于 印度太平洋区 , 包括 印度 、 斯里兰卡 、 马尔地夫 、 马来西亚 、 日本 、 中国 、 台湾 、 柬 埔 寨 、 越南 、 菲律宾 、 印尼 、 澳洲 、 新几内亚 、 帛琉 、 新 喀 里 多 尼亚 、 帛琉 、 萨摩 亚 群岛 、 东加等海域 .
3318	-化,-家,可-	在这里,可以看到政治、军事、外交、文化和教育各方面的暗喻,并可以目睹这个国家的愚昧、落后、麻木和苟且.	▁在 这里 , 可以 看到 政治 、 军事 、 外交 、 文化 和 教育 各 方面的 暗 喻 , 并 可以 目 睹 这个 国家的 愚 昧 、 落后 、 麻 木 和 苟 且 .	▁在 这里 , 可以看到 政治 、 军事 、 外交 、 文化 和教育 各方面的 暗 喻 , 并 可以 目睹 这个 国家的 愚 昧 、 落后 、 麻 木 和 苟 且 .	▁在 这里 , 可以看到 政治 、 军事 、 外交 、 文化和教育 各方面的 暗 喻 , 并可以目睹 这个 国家的 愚 昧 、 落后 、 麻 木 和 苟 且 .
3319	-家,老-	玩家扮演著一个叫做「Mappy小警察」(MappytheMicroPolice,以下简称Mappy)的警察老鼠,取得物品,并躲过猫咪们的攻击,即可过关.	▁ 玩家 扮演 著 一个 叫做 「 M app y 小 警察 」( M app y ▁the ▁M ic ro ▁P ol ic e , 以下 简称 M app y ) 的 警察 老鼠 , 取得 物品 , 并 躲 过 猫 咪 们的 攻击 , 即可 过 关 .	▁玩家 扮演 著 一个 叫做 「 Mappy 小 警察 」( Mappy ▁the ▁M icro ▁P ol ice , 以下 简称 Mappy ) 的警察 老鼠 , 取得 物品 , 并 躲过 猫咪 们的 攻击 , 即可 过关 .	▁玩家扮演著 一个 叫做 「 Mappy 小 警察 」( Mappy ▁the▁M icro▁P olice , 以下 简称 Mappy ) 的警察 老鼠 , 取得 物品 , 并躲过猫咪 们的 攻击 , 即可 过关 .
3323	-度	本郡拥有6,338间房屋单位,其密度为每平方英里1间(每平方公里1间).	▁本 郡 拥有 6, 33 8 间 房屋 单位 , 其 密度 为每 平方英里 1 间 ( 每平方公里 1 间 ).	▁本 郡 拥有 6, 338 间房屋 单位 , 其 密度 为每 平方英里 1 间 ( 每平方公里 1 间 ).	▁本 郡 拥有 6, 338 间房屋 单位 , 其 密度 为每 平方英里 1 间 ( 每平方公里 1 间 ).
3325	-学,-性,超-	他在超导体物理的贡献颇大,一生总共发现了数百个具有超导特性的元素或合金,是全世界所有科学家之最.	▁他在 超 导 体 物理 的 贡献 颇 大 , 一 生 总共 发现了 数百 个 具有 超 导 特 性的 元素 或 合金 , 是 全世界 所有 科学家 之 最 .	▁他在 超 导体 物理 的贡献 颇 大 , 一生 总共 发现了 数百 个 具有 超 导 特 性的 元素 或 合金 , 是 全世界 所有 科学家 之 最 .	▁他在 超 导体 物理的贡献 颇 大 , 一生总共 发现了数百个 具有 超 导 特 性的 元素 或 合金 , 是 全世界 所有 科学家 之 最 .
3327	-感	聚合物材料不会变形,并且握持时手感不错,不经意的刻划并不会使其损毁,这种材料也不会被目前所知的任何溶剂所溶解.	▁ 聚 合物 材料 不会 变形 , 并且 握 持 时 手 感 不 错 , 不经 意的 刻 划 并不 会 使其 损 毁 , 这种 材料 也不会 被 目前 所 知的 任何 溶 剂 所 溶解 .	▁ 聚 合物 材料 不会 变形 , 并且 握 持 时 手 感 不错 , 不经 意的 刻 划 并不 会 使其 损毁 , 这种 材料 也不会 被 目前 所知的 任何 溶 剂 所 溶解 .	▁ 聚 合物 材料 不会变形 , 并且 握 持 时 手 感 不错 , 不经意的刻划 并不 会使其损毁 , 这种 材料 也不会被目前 所知的任何溶 剂 所 溶解 .
3328	-儿,-子	他来到佛罗伦萨,住在附近的一所房子,离但丁的家很近,他有六个女儿.	▁他 来到 佛罗伦萨 , 住在 附近 的一所 房子 , 离 但丁 的 家 很 近 , 他有 六个 女儿 .	▁他 来到 佛罗伦萨 , 住在 附近 的一所 房子 , 离 但丁 的 家 很 近 , 他有 六个 女儿 .	▁他 来到 佛罗伦萨 , 住在 附近 的一所房子 , 离 但丁的家很 近 , 他有六个 女儿 .
3329	-子,地-	在贝都因社会里,女子负责砍柴、打水、挤奶等家庭劳动,地位低下活埋女婴的现象比较普遍.	▁在 贝 都 因 社会 里 , 女子 负责 砍 柴 、 打 水 、 挤 奶 等 家庭 劳动 , 地位 低 下 活 埋 女 婴 的 现象 比较 普遍 .	▁在 贝 都 因 社会 里 , 女子 负责 砍柴 、 打 水 、 挤 奶 等 家庭 劳动 , 地位低 下 活 埋 女 婴 的现象 比较 普遍 .	▁在 贝 都 因 社会 里 , 女子 负责 砍柴 、 打 水 、 挤 奶 等 家庭 劳动 , 地位低下活埋 女婴的现象 比较 普遍 .
3330	大-	她与大正天皇之间感情很好,打破一般惯例,亲自在丈夫身边照料.	▁她 与大 正 天皇 之间 感情 很 好 , 打破 一般 惯例 , 亲自 在 丈夫 身 边 照 料 .	▁她 与大 正 天皇 之间 感情 很 好 , 打破 一般 惯例 , 亲自 在 丈夫 身边 照料 .	▁她与大正 天皇 之间感情很好 , 打破一般惯例 , 亲自在丈夫 身边照料 .
3331	老-	事后讨论,白老大暗指白素于分析隐语时误导了他,使正确密码变成错误密码.	▁ 事后 讨论 , 白 老 大 暗 指 白素 于 分析 隐 语 时 误 导 了他 , 使 正确 密码 变成 错误 密码 .	▁ 事后 讨论 , 白 老 大 暗 指 白素 于 分析 隐语 时 误导 了他 , 使 正确 密码 变成 错误 密码 .	▁事后讨论 , 白 老 大 暗指白素 于分析隐语 时 误导了他 , 使 正确 密码 变成 错误 密码 .
3332	老-	江海是大富翁「老板」的亲信,在老板死后,他无意发现老板藏起来的一段隐语,而此隐语隐藏著一组数字,就是阿尔卑斯保险库其中一个保险箱的密码.	▁江 海 是 大 富 翁 「 老板 」 的亲 信 , 在 老板 死后 , 他 无意 发现 老板 藏 起来 的一 段 隐 语 , 而 此 隐 语 隐 藏著 一 组 数字 , 就是 阿尔卑斯 保险 库 其中一个 保险 箱 的 密码 .	▁江 海 是 大 富 翁 「 老板 」 的亲 信 , 在 老板 死后 , 他 无意 发现 老板 藏 起来 的一 段 隐语 , 而 此 隐语 隐藏著 一组数字 , 就是 阿尔卑斯 保险 库 其中一个 保险 箱 的 密码 .	▁江海是 大 富 翁 「 老板 」 的亲信 , 在老板 死后 , 他 无意 发现老板藏 起来 的一 段 隐语 , 而 此隐语 隐藏著 一组数字 , 就是 阿尔卑斯 保险 库 其中一个 保险 箱 的 密码 .
3333	-子	明宗六年,王妃沈氏产下元子(顺怀世子),郑氏因此进位昭仪,十八年升为贵人.	▁明 宗 六年 , 王妃 沈 氏 产下 元 子 ( 顺 怀 世 子 ), 郑 氏 因此 进 位 昭 仪 , 十八 年 升为 贵 人 .	▁明 宗 六年 , 王妃 沈 氏 产下 元 子 ( 顺 怀 世子 ), 郑氏 因此 进 位 昭 仪 , 十八年 升为 贵人 .	▁明 宗 六年 , 王妃 沈 氏产下元 子 ( 顺 怀 世子 ), 郑氏因此进 位 昭 仪 , 十八年 升为贵人 .
3334	-子,第-	她是西班牙国王胡安·卡洛斯一世与王后索菲亚的外孙子,艾莲娜公主所生的长子,也是西班牙王位的第五位继承人.	▁她是 西班牙 国王 胡 安 · 卡洛 斯 一世 与 王后 索 菲 亚 的外 孙子 , 艾 莲 娜公主 所 生的 长 子 , 也是 西班牙 王 位的 第五 位 继承人 .	▁她是 西班牙 国王 胡安 · 卡洛斯 一世与 王后 索 菲 亚 的外 孙子 , 艾 莲 娜公主 所 生的 长子 , 也是 西班牙 王 位的 第五 位 继承人 .	▁她是 西班牙 国王胡安 · 卡洛斯 一世与 王后 索 菲 亚 的外 孙子 , 艾 莲娜公主 所生的长子 , 也是 西班牙 王 位的第五位 继承人 .
3337	-儿	但贾氏是否是马姜的女儿,有不同的说法.	▁但 贾 氏 是否 是马 姜 的女儿 , 有 不同的 说法 .	▁但 贾 氏 是否 是马 姜 的女儿 , 有 不同的 说法 .	▁但 贾 氏 是否是马姜 的女儿 , 有 不同的 说法 .
3340	第-	2006年,韦契特博士短暂地任阿勒格尼郡第一位法医师,法医取代了郡验尸官的角色.	▁2006 年 , 韦 契 特 博士 短暂 地 任 阿 勒 格 尼 郡 第一位 法 医师 , 法 医 取代了 郡 验 尸 官 的角色 .	▁2006 年 , 韦 契 特 博士 短暂 地 任 阿 勒 格 尼 郡 第一位 法 医师 , 法 医 取代了 郡 验 尸 官 的角色 .	▁2006 年 , 韦 契 特 博士 短暂 地 任 阿 勒 格 尼 郡 第一位 法 医师 , 法 医取代了郡验 尸 官 的角色 .
3342	-学,大-	女王大学于2001年5月授予前任美国总统柯林顿荣誉法学博士学位.	▁女 王 大学 于 2001 年 5 月 授予 前 任 美国总统 柯林顿 荣誉 法 学 博士学位 .	▁女王 大学于 2001 年 5 月 授予 前任 美国总统 柯林顿 荣誉 法学 博士学位 .	▁女王 大学于 2001 年 5 月授予前任 美国总统 柯林顿荣誉 法学 博士学位 .
3343	-化,可-	学校的学联拥有150多个俱乐部和社团组织,可以满足体育和文化等方面的各种需要.	▁ 学校的 学 联 拥有 150 多个 俱乐部 和 社团 组织 , 可以 满足 体育 和 文化 等 方面的 各种 需要 .	▁ 学校的 学 联 拥有 150 多个 俱乐部 和 社团 组织 , 可以 满足 体育 和 文化 等方面的 各种 需要 .	▁ 学校的 学 联 拥有 150 多个 俱乐部 和 社团 组织 , 可以 满足 体育 和 文化 等方面的 各种 需要 .
3344	-子,可-	所有学生都可以使用学校的电脑系统,免费上网和收发电子邮件.	▁所有 学生 都可以 使用 学校的 电脑 系统 , 免费 上 网 和 收 发 电子邮件 .	▁所有 学生 都可以 使用 学校的 电脑 系统 , 免费 上网 和收发 电子邮件 .	▁所有 学生 都可以 使用 学校的 电脑 系统 , 免费 上网 和收发 电子邮件 .
3346	地-	当然残忍的事实是,地理和人口的影响阻挡他的继续发展.	▁当然 残 忍 的事 实 是 , 地理 和 人口 的影响 阻 挡 他的 继续 发展 .	▁当然 残忍 的事 实 是 , 地理和 人口 的影响 阻挡 他的 继续 发展 .	▁当然 残忍 的事 实 是 , 地理和人口 的影响阻挡 他的 继续 发展 .
3347	第-	1823年,他参加了西班牙战场,提升为第49营上校营长,随后参加了征服阿尔及利亚.	▁18 23 年 , 他 参加了 西班牙 战场 , 提升 为第 49 营 上校 营 长 , 随后 参加了 征服 阿尔及 利亚 .	▁18 23 年 , 他 参加了 西班牙 战场 , 提升 为第 49 营 上校 营 长 , 随后 参加了 征服 阿尔及利亚 .	▁18 23 年 , 他 参加了 西班牙 战场 , 提升 为第 49 营 上校营长 , 随后 参加了 征服 阿尔及利亚 .
3350	难-	最后德国获得了2006年世界杯足球赛的季军,施奈德亦继2002年之后,再次于七场决赛周赛事中全部正选上阵,实属难得.	▁最后 德国 获得了 2006 年 世界杯 足球 赛 的 季 军 , 施 奈 德 亦 继 2002 年 之后 , 再次 于 七 场 决赛 周 赛事 中 全部 正选 上阵 , 实 属 难 得 .	▁最后 德国 获得了 2006 年世界杯 足球 赛 的季军 , 施 奈 德 亦 继 2002 年之后 , 再次 于 七 场 决赛 周 赛事中 全部 正选 上阵 , 实 属 难 得 .	▁最后 德国 获得了 2006 年世界杯足球 赛 的季军 , 施 奈 德 亦 继 2002 年之后 , 再次 于 七 场 决赛 周赛事中全部 正选 上阵 , 实 属 难 得 .
3351	大-	贝纳斯科(义大利语:Beinasco),是义大利皮埃蒙特大区都灵省的一个市镇.	▁贝 纳 斯科 ( 义大利 语 : Be in as c o ), 是 义大利 皮 埃 蒙特 大 区 都 灵 省 的一个 市镇 .	▁贝 纳 斯科 ( 义大利语 : Be in as c o ), 是 义大利 皮埃蒙特 大 区 都 灵 省的一个市镇 .	▁贝纳 斯科 ( 义大利语 : Beinas c o ), 是 义大利 皮埃蒙特大 区 都 灵 省的一个市镇 .
3352	可-	责任(liability)可以分为法律责任和道义责任,亦可指个人或组织的责任.	▁ 责任 ( l ia b il ity ) 可以 分为 法律 责任 和 道 义 责任 , 亦可 指 个人 或 组织 的 责任 .	▁ 责任 ( lia b il ity ) 可以 分为 法律责任 和 道 义 责任 , 亦可 指 个人或组织 的责任 .	▁ 责任 ( liab il ity ) 可以 分为 法律责任和 道 义 责任 , 亦可指 个人或组织 的责任 .
3354	第-	9月1日,北方集团军的第3军团自东普鲁士南下,前往比得哥什切断波兰走廊与第4军团会师,直至9月4日,德军即歼灭走廊一带的波军,并占领了格鲁琼兹与姆瓦瓦.	▁9 月 1 日 , 北方 集团 军的 第 3 军团 自 东 普鲁士 南下 , 前往 比 得 哥 什 切断 波兰 走廊 与 第 4 军团 会 师 , 直至 9 月 4 日 , 德 军 即 歼 灭 走廊 一带 的 波 军 , 并 占领了 格 鲁 琼 兹 与 姆 瓦 瓦 .	▁9 月 1 日 , 北方 集团 军的 第 3 军团 自东 普鲁士 南下 , 前往比 得 哥 什 切断 波兰 走廊 与 第 4 军团 会 师 , 直至 9 月 4 日 , 德 军 即 歼 灭 走廊 一带 的波军 , 并占领了 格鲁琼 兹 与 姆 瓦 瓦 .	▁9 月 1 日 , 北方集团军的 第 3 军团 自东 普鲁士南下 , 前往比 得 哥 什 切断 波兰 走廊与第 4 军团 会 师 , 直至 9 月 4 日 , 德 军 即 歼 灭 走廊 一带 的波军 , 并占领了 格鲁琼 兹 与 姆 瓦 瓦 .
3356	-度	他曾代表4支不同队伍踢过207场西甲联赛,跨度7个赛季,共射入27个进球.	▁他 曾 代表 4 支 不同 队伍 踢 过 20 7 场 西 甲 联赛 , 跨 度 7 个 赛季 , 共 射入 27 个 进球 .	▁他曾 代表 4 支 不同 队伍 踢 过 20 7 场 西 甲 联赛 , 跨 度 7 个 赛季 , 共 射入 27 个 进球 .	▁他曾代表 4 支 不同 队伍踢过 20 7 场 西 甲 联赛 , 跨 度 7 个 赛季 , 共射入 27 个 进球 .
3357	-子,第-	波因是六个孩子中的第二个.	▁波 因 是 六个 孩子 中的 第二个 .	▁波因是 六个 孩子 中的 第二个 .	▁波因是 六个孩子中的 第二个 .
3358	-们,-者,可-,地-	但我们发现的殖民活动不一定有地外生物参与,也可能是探测器或者信息采集装置.	▁但 我们 发现 的 殖民 活动 不一定 有 地 外 生物 参与 , 也 可能是 探测器 或者 信息 采 集 装置 .	▁但 我们 发现的 殖民活动 不一定 有地外 生物 参与 , 也 可能是 探测器 或者 信息 采 集 装置 .	▁但 我们发现的 殖民活动 不一定有地外 生物 参与 , 也 可能是 探测器或者 信息 采 集 装置 .
3359	-们,高-	因为我们不一定能理解和辨识融合了外星思维和高等外星科技的物品.	▁因为 我们 不一定 能 理解 和 辨 识 融合 了 外星 思维 和 高等 外星 科技 的 物品 .	▁因为 我们 不一定 能理解 和 辨 识 融合了 外星 思维和 高等 外星 科技 的物品 .	▁因为 我们不一定 能理解和 辨识融合了 外星思维和 高等 外星科技 的物品 .
3360	地-	部分理论家认为证据的缺失说明地外文明的缺乏,并尝试解释其原因.	▁ 部分 理论 家 认为 证据 的缺 失 说明 地 外 文明 的 缺乏 , 并 尝试 解释 其 原因 .	▁部分 理论 家认为 证据 的缺 失 说明 地外 文明的 缺乏 , 并尝试 解释其 原因 .	▁部分 理论家认为 证据的缺失 说明地外 文明的缺乏 , 并尝试 解释其 原因 .
3362	小-,第-	2007年3月15日,贺梅几年来第一次见到家人,和贺氏夫妇在一起度过了两个小时.	▁2007 年 3 月 15 日 , 贺 梅 几 年来 第一次 见到 家人 , 和 贺 氏 夫妇 在一起 度过 了 两个 小时 .	▁2007 年 3 月 15 日 , 贺梅 几 年来 第一次 见到 家人 , 和 贺氏夫妇 在一起 度过 了 两个 小时 .	▁2007 年 3 月 15 日 , 贺梅几年来 第一次 见到家人 , 和贺氏夫妇 在一起 度过了两个 小时 .
3363	-们	与此同时贝克夫妇在他们的律师的建议下,于2001年6月20日申请取消贺氏夫妇的父母权.	▁与此同时 贝 克 夫妇 在 他们的 律师 的 建议 下 , 于 2001 年 6 月 20 日 申请 取消 贺 氏 夫妇 的 父母 权 .	▁与此同时 贝克 夫妇 在 他们的 律师的 建议下 , 于 2001 年 6 月 20 日 申请 取消 贺氏夫妇 的父母 权 .	▁与此同时 贝克 夫妇 在 他们的 律师的建议下 , 于 2001 年 6 月 20 日申请 取消贺氏夫妇 的父母权 .
3364	-子	贾兰,《红楼梦》人物,贾珠与李纨之子,贾政之长子长孙.	▁ 贾 兰 ,《 红 楼 梦 》 人物 , 贾 珠 与李 纨 之子 , 贾 政 之 长 子 长 孙 .	▁贾 兰 ,《 红楼梦 》 人物 , 贾 珠 与李 纨 之子 , 贾 政 之 长子 长 孙 .	▁贾兰 ,《 红楼梦 》 人物 , 贾珠与李纨 之子 , 贾 政 之 长子 长 孙 .
3367	-员	在2006年球季结束后,宾尼迪斯已有把他出售之意,以筹措夏天收购球员的资金.	▁在 2006 年球季 结束后 , 宾 尼迪 斯 已有 把 他 出售 之意 , 以 筹 措 夏天 收购 球员 的 资金 .	▁在 2006 年球季 结束后 , 宾 尼迪 斯 已有 把 他 出售 之意 , 以 筹 措 夏天 收购 球员 的 资金 .	▁在 2006 年球季结束后 , 宾 尼迪 斯 已有 把 他出售之意 , 以 筹 措夏天收购 球员 的 资金 .
3369	重-	终于在1774年9月3日卡萨诺瓦重新回到了故乡-威尼斯.	▁ 终于在 17 74 年 9 月 3 日 卡 萨 诺 瓦 重新 回到了 故乡 - 威尼斯 .	▁ 终于在 1774 年 9 月 3 日 卡萨 诺瓦 重新 回到了 故乡 - 威尼斯 .	▁ 终于在 1774 年 9 月 3 日卡萨诺瓦 重新 回到了 故乡 - 威尼斯 .
3375	-地	明治时代,1878年郡区町村编制法实行,本地属东京15区中赤坂区一部分(港区前身).	▁明 治 时代 ,18 78 年 郡 区 町 村 编制 法 实行 , 本地 属 东京 15 区中 赤 坂 区 一部分 ( 港 区 前身 ).	▁明治 时代 ,18 78 年 郡 区町村 编制 法 实行 , 本地 属 东京 15 区中 赤 坂 区 一部分 ( 港 区 前身 ).	▁明治 时代 ,18 78 年 郡 区町村编制 法 实行 , 本地 属 东京 15 区中 赤 坂 区 一部分 ( 港 区 前身 ).
3376	-性,反-,可-,多-	赤川次郎曾从事过很多和写作无关的工作,可是这些多样的经验,使他的个性有著幽默圆滑的一面,反映到书里,也就成为他的特点.	▁ 赤 川 次郎 曾 从事 过 很多 和 写作 无关 的工作 , 可是 这些 多 样的 经验 , 使 他的 个性 有著 幽默 圆 滑 的一面 , 反映 到 书 里 , 也就 成为 他的 特点 .	▁ 赤川次郎 曾 从事 过很多 和 写作 无关 的工作 , 可是 这些 多样的 经验 , 使 他的 个性 有著 幽默 圆 滑 的一面 , 反映 到 书 里 , 也就 成为 他的 特点 .	▁ 赤川次郎 曾 从事过很多和 写作无关 的工作 , 可是 这些 多样的经验 , 使 他的 个性有著 幽默圆滑 的一面 , 反映 到 书 里 , 也就成为 他的特点 .
3377	-性	恩南伽发现自己困在充斥著传统及对女性压迫的过去和充满希望的未来之间,并尝试寻找自己的身分.	▁ 恩 南 伽 发现 自己 困 在 充斥 著 传统 及 对 女性 压迫 的 过去 和 充满 希望 的未来 之间 , 并 尝试 寻找 自己的 身 分 .	▁ 恩 南 伽 发现自己 困 在 充斥著 传统 及 对 女性 压迫 的 过去 和 充满希望 的未来之间 , 并尝试 寻找自己的 身分 .	▁ 恩 南伽发现自己 困在充斥著 传统 及 对 女性 压迫的 过去 和 充满希望 的未来之间 , 并尝试 寻找自己的 身分 .
3378	小-	书中描述一个小孩在西班牙殖民时代后期在木尼河区的成长经历.	▁ 书中 描述 一个 小孩 在 西班牙 殖民 时代 后期 在 木 尼 河 区的 成长 经历 .	▁书中 描述 一个 小孩 在 西班牙 殖民 时代 后期 在 木 尼 河 区的 成长 经历 .	▁书中 描述 一个小孩在 西班牙 殖民 时代 后期 在 木 尼 河 区的 成长 经历 .
3384	第-	该剧第59集中,孙文的三民主义、五权宪法的演说,在第一次播出时被删剪.	▁该 剧 第 59 集中 , 孙 文 的三 民 主义 、 五 权 宪 法的 演说 , 在 第一次 播出 时被 删 剪 .	▁该剧第 59 集中 , 孙文 的三 民 主义 、 五 权 宪 法的 演说 , 在第一次 播出 时被 删 剪 .	▁该剧第 59 集中 , 孙文 的三 民 主义 、 五 权 宪 法的 演说 , 在第一次播出 时被 删 剪 .
3390	-员,-子,反-	1957年反右运动期间,对赵荣声预备党员转正问题,开了六次批判会,最后宣布赵荣声为「反党分子」,开除出中国共产党.	▁195 7 年 反 右 运动 期间 , 对 赵 荣声 预 备 党员 转 正 问题 , 开 了六 次 批判 会 , 最后 宣布 赵 荣声 为 「 反 党 分子 」, 开除 出 中国共产党 .	▁1957 年 反 右 运动 期间 , 对 赵荣声 预备 党员 转 正 问题 , 开 了六 次 批判 会 , 最后 宣布 赵荣声 为 「 反 党 分子 」, 开除 出 中国共产党 .	▁1957 年 反 右 运动 期间 , 对赵荣声 预备党员转 正 问题 , 开 了六 次 批判 会 , 最后 宣布 赵荣声为 「 反 党 分子 」, 开除 出中国共产党 .
3394	-子,-性	在录影带开始流通的1980年代前期,由于录放影机的普及,加上映像软体的市场并不如当今发展蓬勃,影迷之间将手边的带子相互拷贝的习性,也扩展到特摄迷之间.	▁在 录 影 带 开始 流通 的 1980 年代 前期 , 由于 录 放 影 机的 普及 , 加上 映 像 软 体的 市场 并不 如 当今 发展 蓬勃 , 影 迷 之间 将 手 边的 带 子 相互 拷 贝 的 习性 , 也 扩展到 特 摄 迷 之间 .	▁在 录 影 带 开始 流通 的 1980 年代 前期 , 由于 录 放 影 机的 普及 , 加上 映 像 软体的 市场 并不 如 当今 发展 蓬勃 , 影迷 之间 将手 边的 带 子 相互 拷贝 的 习性 , 也 扩展到 特 摄 迷 之间 .	▁在 录 影 带 开始 流通的 1980 年代 前期 , 由于 录放影机的 普及 , 加上 映像软体的 市场 并不 如当今发展 蓬勃 , 影迷 之间将手 边的 带 子 相互 拷贝 的习性 , 也扩展到特 摄 迷 之间 .
3396	地-,第-,重-	第三季结局被乔艾尔带去重生的克拉克,重返地球执行他的使命.	▁第三 季 结局 被 乔 艾 尔 带 去 重 生的 克拉克 , 重 返 地球 执行 他的 使命 .	▁第三 季 结局 被 乔艾尔 带去重 生的 克拉克 , 重返 地球 执行 他的 使命 .	▁第三 季结局被 乔艾尔 带去重生的 克拉克 , 重返 地球 执行 他的 使命 .
3398	-子,超-	1984年,赛尔金德父子制作了超人系列的衍生作品《女超人》后,将电影改编版权转让给了坎农影业(CannonFilms),该公司于1987年推出了《超人4》.	▁198 4 年 , 赛 尔 金 德 父 子 制作 了 超人 系列 的 衍生 作品 《 女 超人 》 后 , 将 电影 改编 版权 转 让 给了 坎 农 影业 ( C ann on ▁F il m s ), 该公司 于 1987 年推 出了 《 超人 4 》.	▁1984 年 , 赛 尔金德 父子 制作 了 超人 系列 的 衍生 作品 《 女 超人 》 后 , 将 电影 改编 版权 转让 给了 坎 农 影业 ( C ann on ▁Film s ), 该公司 于 1987 年推出了 《 超人 4 》.	▁1984 年 , 赛 尔金德 父子 制作 了超人系列的 衍生 作品 《 女 超人 》 后 , 将 电影 改编版权 转让给了坎 农影业 ( C ann on ▁Films ), 该公司 于 1987 年推出了 《 超人 4 》.
3399	超-	超人与人不同,人需要道德,超人并不需要道德.	▁ 超 人与 人 不同 , 人 需要 道德 , 超人 并不 需要 道德 .	▁超 人与 人 不同 , 人 需要道德 , 超人并不 需要道德 .	▁超 人与 人 不同 , 人需要道德 , 超人并不 需要道德 .
3401	-子	全剧以陈万贵家族两位孩子(施清文、陈玉纯)爱情、亲情为主线,讲述30年代在台湾发生的本省、外省两家族之间的爱恨情愁.	▁全 剧 以 陈 万 贵 家族 两位 孩子 ( 施 清 文 、 陈 玉 纯 ) 爱情 、 亲 情 为主 线 , 讲述 30 年代 在台湾 发生的 本 省 、 外 省 两 家族 之间的 爱 恨 情 愁 .	▁全 剧 以 陈 万 贵 家族 两位 孩子 ( 施 清 文 、 陈 玉 纯 ) 爱情 、 亲 情 为主 线 , 讲述 30 年代 在台湾 发生的 本 省 、 外 省 两 家族 之间的 爱 恨 情 愁 .	▁全 剧 以 陈 万 贵 家族 两位 孩子 ( 施 清 文 、 陈 玉 纯 ) 爱情 、 亲 情 为主 线 , 讲述 30 年代在台湾 发生的本省 、 外 省 两 家族 之间的 爱 恨 情 愁 .
